ICAO  Decription            FRQ      Phone no.          Name
KLEX  LEXINGTON APP/DEP     120.150  0175766988120150  Lexington Blue Grass
KLEX  LEXINGTON TWR         119.100  0175766988119100  Lexington Blue Grass
KLEX  ATIS                  126.300  0175766988126300  Lexington Blue Grass
KLEX  UNICOM                122.950  0175766988122950  Lexington Blue Grass
KLEX  GND                   121.900  0175766988121900  Lexington Blue Grass
KLEX  LEXINGTON APP/DEP     125.000  0175766988125000  Lexington Blue Grass
KLEX  LEXINGTON APP/DEP     120.750  0175766988120750  Lexington Blue Grass
KLFI  NORFOLK APP/DEP       125.700  0175767073125700  Langley AFB         
KLFI  NORFOLK APP/DEP       124.900  0175767073124900  Langley AFB         
KLFI  NORFOLK APP/DEP       127.900  0175767073127900  Langley AFB         
KLFI  CLNC DEL              118.850  0175767073118850  Langley AFB         
KLFI  NORFOLK APP/DEP       126.050  0175767073126050  Langley AFB         
KLFI  TWR                   125.000  0175767073125000  Langley AFB         
KLFI  GND                   121.700  0175767073121700  Langley AFB         
KLFK  CTAF/UNICOM           123.000  0175767075123000  Angelina Co         
KLFK  ASOS                  120.620  0175767075120620  Angelina Co         
KLGA  NEW YORK APP          128.800  0175767165128800  New York La Guardia 
KLGA  TWR                   126.050  0175767165126050  New York La Guardia 
KLGB  SOCAL APP             124.650  0175767166124650  Long Beach          
KLGB  TWR                   120.500  0175767166120500  Long Beach          
KLGB  GND                   135.800  0175767166135800  Long Beach          
KLGB  GND                   133.000  0175767166133000  Long Beach          
KLGB  CLNC DEL              118.150  0175767166118150  Long Beach          
KLGB  UNICOM                122.950  0175767166122950  Long Beach          
KLGB  SOCAL DEP             127.200  0175767166127200  Long Beach          
KLGB  TWR                   119.400  0175767166119400  Long Beach          
KLGB  ATIS                  127.750  0175767166127750  Long Beach          
KLKV  CTAF/UNICOM           122.800  0175767586122800  Lake Co             
KLKV  AWOS 3                135.520  0175767586135520  Lake Co             
KLMT  KINGSLEY TWR          118.200  0175767784118200  Klamath Falls       
KLMT  ATIS                  126.500  0175767784126500  Klamath Falls       
KLMT  UNICOM                122.950  0175767784122950  Klamath Falls       
KLMT  GND                   121.900  0175767784121900  Klamath Falls       
KLMT  KINGSLEY APP/DEP      123.670  0175767784123670  Klamath Falls       
KLNA  CTAF/UNICOM           122.700  0175767865122700  Palm Beach Co Park  
KLNA  APP/DEP               127.350  0175767865127350  Palm Beach Co Park  
KLNS  HARRISBURG APP/DEP    126.450  0175767883126450  Lancaster           
KLNS  GND                   121.800  0175767883121800  Lancaster           
KLNS  ATIS                  125.670  0175767883125670  Lancaster           
KLNS  TWR                   120.900  0175767883120900  Lancaster           
KLNS  UNICOM                122.950  0175767883122950  Lancaster           
KLOL  CTAF/UNICOM           122.800  0175767976122800  Derby Fld           
KLOL  ASOS                  120.670  0175767976120670  Derby Fld           
KLOT  CTAF/UNICOM           122.800  0175767984122800  Lewis University    
KLOT  CHICAGO APP/DEP       119.350  0175767984119350  Lewis University    
KLOT  AWOS 3                118.520  0175767984118520  Lewis University    
KLQK  GREER APP/DEP         118.800  0175768175118800  Pickens Co          
KLQK  CTAF/UNICOM           122.800  0175768175122800  Pickens Co          
KLQK  AWOS 3                120.000  0175768175120000  Pickens Co          
KLRD  GND                   121.800  0175768268121800  Laredo Intl         
KLRD  TWR                   120.100  0175768268120100  Laredo Intl         
KLRD  UNICOM                122.950  0175768268122950  Laredo Intl         
KLRD  ATIS                  125.770  0175768268125770  Laredo Intl         
KLSV  GND                   121.800  0175768386121800  NELLIS AFB          
KLSV  APP                   118.120  0175768386118120  NELLIS AFB          
KLSV  APP                   124.950  0175768386124950  NELLIS AFB          
KLSV  CLNC DEL              120.900  0175768386120900  NELLIS AFB          
KLSV  DEP                   135.100  0175768386135100  NELLIS AFB          
KLSV  TWR                   132.550  0175768386132550  NELLIS AFB          
KLWL  CTAF/UNICOM           122.800  0175768776122800  Wells Muni Harriet Fld
KLWM  UNICOM                122.800  0175768777122800  LAWRENCE MUNI       
KLWM  TWR                   119.250  0175768777119250  LAWRENCE MUNI       
KLWM  ATIS                  126.750  0175768777126750  LAWRENCE MUNI       
KLWM  BOSTON APP/DEP        124.400  0175768777124400  LAWRENCE MUNI       
KLWM  GND                   124.300  0175768777124300  LAWRENCE MUNI       
KLWS  UNICOM                122.950  0175768783122950  Lewiston Nez Perce Co
KLWS  GND                   121.900  0175768783121900  Lewiston Nez Perce Co
KLWS  TWR                   119.400  0175768783119400  Lewiston Nez Perce Co
KLWS  ASOS                  135.570  0175768783135570  Lewiston Nez Perce Co
KLZU  ATLANTA APP/DEP       126.970  0175769085126970  Gwinnett Co Briscoe Fld
KLZU  GND                   121.800  0175769085121800  Gwinnett Co Briscoe Fld
KLZU  ATIS                  132.270  0175769085132270  Gwinnett Co Briscoe Fld
KLZU  ATLANTA CLNC DEL      134.000  0175769085134000  Gwinnett Co Briscoe Fld
KLZU  UNICOM                123.050  0175769085123050  Gwinnett Co Briscoe Fld
KLZU  TWR                   124.100  0175769085124100  Gwinnett Co Briscoe Fld
KMAI  CTAF/UNICOM           123.000  0175776573123000  Marianna Muni       
KMAI  ASOS                  133.520  0175776573133520  Marianna Muni       
KMAI  CAIRNS APP/DEP        133.750  0175776573133750  Marianna Muni       
KMBS  CLNC DEL              121.850  0175776683121850  MBS Intl            
KMBS  SAGINAW APP/DEP       126.450  0175776683126450  MBS Intl            
KMBS  SAGINAW TWR           120.100  0175776683120100  MBS Intl            
KMBS  SAGINAW APP/DEP       120.950  0175776683120950  MBS Intl            
KMBS  UNICOM                122.950  0175776683122950  MBS Intl            
KMBS  ATIS                  118.600  0175776683118600  MBS Intl            
KMBS  GND                   121.700  0175776683121700  MBS Intl            
KMCO  APP/DEP               121.100  0175776779121100  Orlando Intl        
KMCO  ATIS                  120.520  0175776779120520  Orlando Intl        
KMCO  CLNC DEL              134.700  0175776779134700  Orlando Intl        
KMCO  APP/DEP               119.400  0175776779119400  Orlando Intl        
KMCO  APP/DEP               120.150  0175776779120150  Orlando Intl        
KMCO  ATIS                  121.250  0175776779121250  Orlando Intl        
KMCO  GND                   121.800  0175776779121800  Orlando Intl        
KMCO  TWR                   118.450  0175776779118450  Orlando Intl        
KMCO  UNICOM                122.950  0175776779122950  Orlando Intl        
KMCO  APP/DEP               123.850  0175776779123850  Orlando Intl        
KMCO  TWR                   124.300  0175776779124300  Orlando Intl        
KMDW  APP/DEP               118.400  0175776887118400  Chicago Midway Intl 
KMDW  TWR                   135.200  0175776887135200  Chicago Midway Intl 
KMDW  GND                   121.650  0175776887121650  Chicago Midway Intl 
KMDW  CLNC DEL              121.850  0175776887121850  Chicago Midway Intl 
KMDW  ATIS                  132.750  0175776887132750  Chicago Midway Intl 
KMDW  TWR                   119.450  0175776887119450  Chicago Midway Intl 
KMDW  APP/DEP               126.050  0175776887126050  Chicago Midway Intl 
KMDW  TWR                   118.700  0175776887118700  Chicago Midway Intl 
KMDW  UNICOM                122.950  0175776887122950  Chicago Midway Intl 
KMFD  ATIS                  125.300  0175777068125300  Mansfield Lahm Rgnl 
KMFD  TWR                   119.800  0175777068119800  Mansfield Lahm Rgnl 
KMFD  APP/DEP               124.200  0175777068124200  Mansfield Lahm Rgnl 
KMFD  GND                   121.800  0175777068121800  Mansfield Lahm Rgnl 
KMFD  UNICOM                122.950  0175777068122950  Mansfield Lahm Rgnl 
KMFD  APP/DEP               127.350  0175777068127350  Mansfield Lahm Rgnl 
KMFE  TWR                   118.500  0175777069118500  Mc Allen Miller Intl
KMFE  VALLEY APP/DEP        121.000  0175777069121000  Mc Allen Miller Intl
KMFE  GND                   121.800  0175777069121800  Mc Allen Miller Intl
KMFE  UNICOM                122.950  0175777069122950  Mc Allen Miller Intl
KMFE  ATIS                  128.500  0175777069128500  Mc Allen Miller Intl
KMFI  ASOS                  121.570  0175777073121570  Marshfield Muni     
KMFI  CTAF/UNICOM           123.000  0175777073123000  Marshfield Muni     
KMFR  GND                   121.800  0175777082121800  Rogue Valley Intl Medford
KMFR  UNICOM                122.950  0175777082122950  Rogue Valley Intl Medford
KMFR  ATIS                  127.250  0175777082127250  Rogue Valley Intl Medford
KMFR  MEDFORD TWR           119.400  0175777082119400  Rogue Valley Intl Medford
KMFR  CASCADE APP/DEP       124.300  0175777082124300  Rogue Valley Intl Medford
KMGJ  CTAF/UNICOM           122.720  0175777174122720  Orange Co           
KMGJ  NEW YORK APP/DEP      132.750  0175777174132750  Orange Co           
KMGJ  ASOS                  119.270  0175777174119270  Orange Co           
KMGJ  CLNC DEL              123.850  0175777174123850  Orange Co           
KMHT  CLNC DEL              135.900  0175777284135900  MANCHESTER          
KMHT  APP/DEP               125.050  0175777284125050  MANCHESTER          
KMHT  APP/DEP               127.350  0175777284127350  MANCHESTER          
KMHT  APP/DEP               124.900  0175777284124900  MANCHESTER          
KMHT  ATIS                  119.550  0175777284119550  MANCHESTER          
KMHT  TWR                   121.300  0175777284121300  MANCHESTER          
KMHT  UNICOM                122.950  0175777284122950  MANCHESTER          
KMHT  GND                   121.900  0175777284121900  MANCHESTER          
KMHT  APP/DEP               134.750  0175777284134750  MANCHESTER          
KMKC  APP/DEP               119.000  0175777567119000  Charles B Wheeler Downtown
KMKC  UNICOM                122.950  0175777567122950  Charles B Wheeler Downtown
KMKC  DOWNTOWN TWR          133.300  0175777567133300  Charles B Wheeler Downtown
KMKC  GND                   121.900  0175777567121900  Charles B Wheeler Downtown
KMKC  ATIS                  120.750  0175777567120750  Charles B Wheeler Downtown
KMKE  ATIS                  126.400  0175777569126400  General Mitchell Intl
KMKE  MILWAUKEE GND         121.800  0175777569121800  General Mitchell Intl
KMKE  MILWAUKEE DEP         125.350  0175777569125350  General Mitchell Intl
KMKE  MILWAUKEE APP         126.500  0175777569126500  General Mitchell Intl
KMKE  UNICOM                122.950  0175777569122950  General Mitchell Intl
KMKE  MILWAUKEE CLNC DEL    120.800  0175777569120800  General Mitchell Intl
KMKE  MILWAUKEE TWR         119.100  0175777569119100  General Mitchell Intl
KMKY  CTAF/UNICOM           122.800  0175777589122800  Marco Island        
KMKY  FORT MYERS APP/DEP    119.750  0175777589119750  Marco Island        
KMKY  AWOS 3                120.070  0175777589120070  Marco Island        
KMKY  CLNC DEL              120.800  0175777589120800  Marco Island        
KMLB  TWR                   118.200  0175777666118200  Melbourne Intl      
KMLB  TWR                   124.050  0175777666124050  Melbourne Intl      
KMLB  UNICOM                122.950  0175777666122950  Melbourne Intl      
KMLB  GND                   121.900  0175777666121900  Melbourne Intl      
KMLB  ORLANDO APP/DEP       132.650  0175777666132650  Melbourne Intl      
KMLB  ATIS                  132.550  0175777666132550  Melbourne Intl      
KMLS  CTAF/UNICOM           123.000  0175777683123000  Frank Wiley Fld     
KMLS  ASOS                  135.570  0175777683135570  Frank Wiley Fld     
KMMH  CTAF/UNICOM           122.800  0175777772122800  Mammoth Yosemite    
KMMH  AWOS 3                118.050  0175777772118050  Mammoth Yosemite    
KMMU  CLNC DEL              121.200  0175777785121200  Morristown Muni     
KMMU  NEW YORK DEP          119.200  0175777785119200  Morristown Muni     
KMMU  ATIS                  124.250  0175777785124250  Morristown Muni     
KMMU  TWR                   118.100  0175777785118100  Morristown Muni     
KMMU  NEW YORK APP          127.600  0175777785127600  Morristown Muni     
KMMU  GND                   121.700  0175777785121700  Morristown Muni     
KMOB  APP/DEP               118.500  0175777966118500  Mobile Rgnl         
KMOB  APP/DEP               121.000  0175777966121000  Mobile Rgnl         
KMOB  CLNC DEL              119.850  0175777966119850  Mobile Rgnl         
KMOB  ATIS                  124.750  0175777966124750  Mobile Rgnl         
KMOB  UNICOM                122.950  0175777966122950  Mobile Rgnl         
KMOB  GND                   121.900  0175777966121900  Mobile Rgnl         
KMOB  TWR                   118.300  0175777966118300  Mobile Rgnl         
KMPO  CLNC DEL              125.300  0175778079125300  Pocono Mountains Muni
KMPO  ASOS                  120.270  0175778079120270  Pocono Mountains Muni
KMPO  CTAF/UNICOM           122.700  0175778079122700  Pocono Mountains Muni
KMPO  WILKES BARRE APP/DEP  126.300  0175778079126300  Pocono Mountains Muni
KMQY  TWR                   118.500  0175778189118500  Smyrna              
KMQY  ASOS                  119.120  0175778189119120  Smyrna              
KMQY  GND                   121.400  0175778189121400  Smyrna              
KMQY  NASHVILLE APP/DEP     128.450  0175778189128450  Smyrna              
KMQY  UNICOM                122.950  0175778189122950  Smyrna              
KMRB  GND                   121.800  0175778266121800  Eastern Wv Rgnl Shepherd Fld
KMRB  POTOMAC CLNC DEL      132.070  0175778266132070  Eastern Wv Rgnl Shepherd Fld
KMRB  POTOMAC APP/DEP       126.100  0175778266126100  Eastern Wv Rgnl Shepherd Fld
KMRB  UNICOM                122.950  0175778266122950  Eastern Wv Rgnl Shepherd Fld
KMRB  ASOS                  119.920  0175778266119920  Eastern Wv Rgnl Shepherd Fld
KMRB  MARTINSBURG TWR       124.300  0175778266124300  Eastern Wv Rgnl Shepherd Fld
KMRY  TWR                   118.400  0175778289118400  Monterey Peninsula  
KMRY  NORCAL APP/DEP        133.000  0175778289133000  Monterey Peninsula  
KMRY  NORCAL APP/DEP        127.150  0175778289127150  Monterey Peninsula  
KMRY  ATIS                  119.250  0175778289119250  Monterey Peninsula  
KMRY  CLNC DEL              135.440  0175778289135440  Monterey Peninsula  
KMRY  UNICOM                122.950  0175778289122950  Monterey Peninsula  
KMRY  CLNC DEL              135.450  0175778289135450  Monterey Peninsula  
KMRY  GND                   121.900  0175778289121900  Monterey Peninsula  
KMSO  SPOKANE APP/DEP       124.900  0175778379124900  Missoula Intl       
KMSO  TWR                   118.400  0175778379118400  Missoula Intl       
KMSO  ATIS                  126.650  0175778379126650  Missoula Intl       
KMSO  UNICOM                122.950  0175778379122950  Missoula Intl       
KMSO  GND                   121.900  0175778379121900  Missoula Intl       
KMSP  GND                   127.920  0175778380127920  Minneapolis St Paul Intl
KMSP  APP                   126.950  0175778380126950  Minneapolis St Paul Intl
KMSP  APP                   123.950  0175778380123950  Minneapolis St Paul Intl
KMSP  APP                   118.720  0175778380118720  Minneapolis St Paul Intl
KMSP  GND                   121.800  0175778380121800  Minneapolis St Paul Intl
KMSP  DEP                   132.970  0175778380132970  Minneapolis St Paul Intl
KMSP  GND                   121.900  0175778380121900  Minneapolis St Paul Intl
KMSP  ATIS                  120.800  0175778380120800  Minneapolis St Paul Intl
KMSP  DEP                   124.700  0175778380124700  Minneapolis St Paul Intl
KMSP  CLNC DEL              133.200  0175778380133200  Minneapolis St Paul Intl
KMSP  TWR                   123.670  0175778380123670  Minneapolis St Paul Intl
KMSP  ATIS                  135.350  0175778380135350  Minneapolis St Paul Intl
KMSP  APP                   119.300  0175778380119300  Minneapolis St Paul Intl
KMSP  TWR                   126.700  0175778380126700  Minneapolis St Paul Intl
KMSP  UNICOM                122.950  0175778380122950  Minneapolis St Paul Intl
KMSP  DEP                   125.750  0175778380125750  Minneapolis St Paul Intl
KMSY  CLNC DEL              127.200  0175778389127200  Louis Armstrong New Orleans Intl
KMSY  NEW ORLEANS APP/DEP   120.100  0175778389120100  Louis Armstrong New Orleans Intl
KMSY  NEW ORLEANS APP/DEP   133.150  0175778389133150  Louis Armstrong New Orleans Intl
KMSY  ATIS                  127.550  0175778389127550  Louis Armstrong New Orleans Intl
KMSY  UNICOM                122.950  0175778389122950  Louis Armstrong New Orleans Intl
KMSY  GND                   121.900  0175778389121900  Louis Armstrong New Orleans Intl
KMSY  TWR                   119.500  0175778389119500  Louis Armstrong New Orleans Intl
KMSY  NEW ORLEANS APP/DEP   125.500  0175778389125500  Louis Armstrong New Orleans Intl
KMSY  NEW ORLEANS APP/DEP   123.850  0175778389123850  Louis Armstrong New Orleans Intl
KMTH  CTAF/UNICOM           122.800  0175778472122800  The Florida Keys Marathon
KMTH  ASOS                  135.520  0175778472135520  The Florida Keys Marathon
KMTN  TWR                   121.300  0175778478121300  Martin State        
KMTN  GND                   121.800  0175778478121800  Martin State        
KMTN  AWOS 3                124.920  0175778478124920  Martin State        
KMTN  POTOMAC APP/DEP       119.000  0175778478119000  Martin State        
KMTN  UNICOM                122.950  0175778478122950  Martin State        
KMTV  CTAF/UNICOM           122.700  0175778486122700  Martinsville - Blue Ridge
KMTV  AWOS 3                118.450  0175778486118450  Martinsville - Blue Ridge
KMTV  CLNC DEL              124.850  0175778486124850  Martinsville - Blue Ridge
KMTV  GREENSBORO APP/DEP    124.350  0175778486124350  Martinsville - Blue Ridge
KMVY  GND                   121.800  0175778689121800  Marthas Vineyard    
KMVY  CAPE APP/DEP          134.650  0175778689134650  Marthas Vineyard    
KMVY  UNICOM                122.950  0175778689122950  Marthas Vineyard    
KMVY  ATIS                  126.250  0175778689126250  Marthas Vineyard    
KMVY  VINEYARD TWR          121.500  0175778689121500  Marthas Vineyard    
KMYF  TWR                   125.700  0175778970125700  Montgomery Fld      
KMYF  TWR                   119.200  0175778970119200  Montgomery Fld      
KMYF  SOCAL APP             124.350  0175778970124350  Montgomery Fld      
KMYF  SOCAL DEP             119.600  0175778970119600  Montgomery Fld      
KMYF  GND                   118.220  0175778970118220  Montgomery Fld      
KMYF  CLNC DEL              123.720  0175778970123720  Montgomery Fld      
KMYF  UNICOM                122.950  0175778970122950  Montgomery Fld      
KMYF  CLNC DEL              127.450  0175778970127450  Montgomery Fld      
KMYF  ATIS                  126.900  0175778970126900  Montgomery Fld      
KMYR  AWOS 3                124.500  0175778982124500  Myrtle Beach Intl   
KMYR  APP/DEP               127.400  0175778982127400  Myrtle Beach Intl   
KMYR  TWR                   128.450  0175778982128450  Myrtle Beach Intl   
KMYR  APP/DEP               119.200  0175778982119200  Myrtle Beach Intl   
KMYR  ATIS                  123.920  0175778982123920  Myrtle Beach Intl   
KMYR  CLNC DEL              119.700  0175778982119700  Myrtle Beach Intl   
KMYR  GND                   120.300  0175778982120300  Myrtle Beach Intl   
KMYR  UNICOM                122.950  0175778982122950  Myrtle Beach Intl   
KNCA  GND                   121.800  0175786765121800  New River MCAS      
KNCA  CHERRY POINT APP/DEP  119.350  0175786765119350  New River MCAS      
KNCA  TWR                   120.000  0175786765120000  New River MCAS      
KNCA  ARRIVAL               124.850  0175786765124850  New River MCAS      
KNFE  CLNC DEL              118.500  0175787069118500  Fentress Nalf       
KNFE  OCEANA NAS APP        119.600  0175787069119600  Fentress Nalf       
KNFE  APP                   118.900  0175787069118900  Fentress Nalf       
KNFE  ATIS                  127.150  0175787069127150  Fentress Nalf       
KNFE  DEP                   125.200  0175787069125200  Fentress Nalf       
KNFE  GND                   121.900  0175787069121900  Fentress Nalf       
KNFE  TWR                   120.800  0175787069120800  Fentress Nalf       
KNFG  TWR                   128.770  0175787071128770  Camp Pendleton MCAS 
KNFG  APP/DEP               128.450  0175787071128450  Camp Pendleton MCAS 
KNFG  CLNC DEL              126.200  0175787071126200  Camp Pendleton MCAS 
KNFG  SOCAL APP/DEP         127.300  0175787071127300  Camp Pendleton MCAS 
KNGU  APP                   118.900  0175787185118900  Norfolk Naval Air Station
KNGU  CHAMBERS GND          121.800  0175787185121800  Norfolk Naval Air Station
KNGU  CLNC DEL              120.700  0175787185120700  Norfolk Naval Air Station
KNGU  ATIS                  118.420  0175787185118420  Norfolk Naval Air Station
KNGU  DEP                   125.200  0175787185125200  Norfolk Naval Air Station
KNGU  CHAMBERS TWR          124.300  0175787185124300  Norfolk Naval Air Station
KNGU  CHAMBERS TWR          126.370  0175787185126370  Norfolk Naval Air Station
KNHK  APP/DEP               120.050  0175787275120050  Patuxent River NAS  
KNHK  TWR                   124.500  0175787275124500  Patuxent River NAS  
KNHK  POTOMAC APP/DEP       132.850  0175787275132850  Patuxent River NAS  
KNHK  APP/DEP               127.950  0175787275127950  Patuxent River NAS  
KNHK  CLNC DEL              135.200  0175787275135200  Patuxent River NAS  
KNHK  CLNC DEL              135.190  0175787275135190  Patuxent River NAS  
KNHK  ATIS                  118.420  0175787275118420  Patuxent River NAS  
KNHK  GND                   120.600  0175787275120600  Patuxent River NAS  
KNHK  UNICOM                122.950  0175787275122950  Patuxent River NAS  
KNHK  GND                   121.900  0175787275121900  Patuxent River NAS  
KNHK  TWR                   123.700  0175787275123700  Patuxent River NAS  
KNID  JOSHUA APP/DEP        133.650  0175787368133650  China Lake Naws     
KNID  TWR                   120.150  0175787368120150  China Lake Naws     
KNIP  GND                   128.600  0175787380128600  Jacksonville NAS    
KNIP  APP/DEP               123.800  0175787380123800  Jacksonville NAS    
KNIP  TWR                   120.000  0175787380120000  Jacksonville NAS    
KNIP  CLNC DEL              134.770  0175787380134770  Jacksonville NAS    
KNKT  TWR                   121.300  0175787584121300  Cherry Point MCAS   
KNKT  APP/DEP               119.750  0175787584119750  Cherry Point MCAS   
KNKT  APP/DEP               119.350  0175787584119350  Cherry Point MCAS   
KNKT  CLNC DEL              125.950  0175787584125950  Cherry Point MCAS   
KNKT  APP/DEP               132.570  0175787584132570  Cherry Point MCAS   
KNKT  GND                   128.620  0175787584128620  Cherry Point MCAS   
KNKT  APP/DEP               124.100  0175787584124100  Cherry Point MCAS   
KNPA  APP                   120.050  0175788065120050  Pensacola NAS       
KNPA  SHERMAN TWR           120.700  0175788065120700  Pensacola NAS       
KNPA  SHERMAN CLNC DEL      134.100  0175788065134100  Pensacola NAS       
KNPA  DEP                   120.650  0175788065120650  Pensacola NAS       
KNPA  SHERMAN GND           121.700  0175788065121700  Pensacola NAS       
KNQA  MEMPHIS DEP           124.650  0175788165124650  Millington Muni     
KNQA  MEMPHIS APP           120.070  0175788165120070  Millington Muni     
KNQA  TWR                   120.250  0175788165120250  Millington Muni     
KNQA  MEMPHIS APP           119.100  0175788165119100  Millington Muni     
KNQA  MEMPHIS DEP           124.150  0175788165124150  Millington Muni     
KNQA  MEMPHIS APP           125.800  0175788165125800  Millington Muni     
KNQA  GND                   121.370  0175788165121370  Millington Muni     
KNQA  MEMPHIS APP           126.700  0175788165126700  Millington Muni     
KNQA  UNICOM                122.950  0175788165122950  Millington Muni     
KNQA  AWOS 3                118.920  0175788165118920  Millington Muni     
KNQX  CLNC DEL              121.200  0175788188121200  Key West NAS        
KNQX  APP DEP               119.250  0175788188119250  Key West NAS        
KNQX  TWR                   126.100  0175788188126100  Key West NAS        
KNQX  APP DEP               124.450  0175788188124450  Key West NAS        
KNQX  GND                   121.700  0175788188121700  Key West NAS        
KNRB  JACKSONVILLE APP/DEP  124.900  0175788266124900  Mayport Ns          
KNRB  GND                   126.500  0175788266126500  Mayport Ns          
KNRB  TWR                   118.750  0175788266118750  Mayport Ns          
KNTU  APP/DEP               119.600  0175788485119600  Oceana Naval Air Station
KNTU  TWR                   120.870  0175788485120870  Oceana Naval Air Station
KNTU  OCEANA APP/DEP        123.900  0175788485123900  Oceana Naval Air Station
KNUC  GND                   119.550  0175788567119550  San Clemente Island Nalf
KNUC  TWR                   126.750  0175788567126750  San Clemente Island Nalf
KNUC  BEAVER CON            120.850  0175788567120850  San Clemente Island Nalf
KNUQ  MOFFETT GND           121.850  0175788581121850  Moffett Federal AFLD
KNUQ  MOFFETT DEP           121.300  0175788581121300  Moffett Federal AFLD
KNUQ  MOFFETT TWR           119.550  0175788581119550  Moffett Federal AFLD
KNUQ  ASOS                  124.170  0175788581124170  Moffett Federal AFLD
KNUQ  MOFFETT AWOS          122.100  0175788581122100  Moffett Federal AFLD
KNUQ  MOFFETT APP           134.500  0175788581134500  Moffett Federal AFLD
KNZY  GND                   118.000  0175789089118000  San  Diego North Island NAS
KNZY  CLNC DEL              128.400  0175789089128400  San  Diego North Island NAS
KNZY  SOCAL APP/DEP         125.150  0175789089125150  San  Diego North Island NAS
KNZY  TWR                   135.100  0175789089135100  San  Diego North Island NAS
KOAK  CLNC DEL              121.100  0175796575121100  Oakland Metropolitan Intl
KOAK  ATIS                  133.770  0175796575133770  Oakland Metropolitan Intl
KOAK  UNICOM                122.950  0175796575122950  Oakland Metropolitan Intl
KOAK  OAKLAND TWR           127.200  0175796575127200  Oakland Metropolitan Intl
KOAK  GND                   121.900  0175796575121900  Oakland Metropolitan Intl
KOAK  NORCAL DEP            135.100  0175796575135100  Oakland Metropolitan Intl
KOAK  NORCAL APP            135.650  0175796575135650  Oakland Metropolitan Intl
KOCF  CTAF/UNICOM           123.000  0175796770123000  Ocala Intl Jim Taylor Fld
KOCF  JACKSONVILLE APP/DEP  118.600  0175796770118600  Ocala Intl Jim Taylor Fld
KOCF  AWOS 3                128.120  0175796770128120  Ocala Intl Jim Taylor Fld
KOMA  ATIS                  120.400  0175797765120400  Eppley Afld         
KOMA  OMAHA APP/DEP         124.500  0175797765124500  Eppley Afld         
KOMA  CLNC DEL              119.900  0175797765119900  Eppley Afld         
KOMA  OMAHA APP/DEP         120.100  0175797765120100  Eppley Afld         
KOMA  UNICOM                122.950  0175797765122950  Eppley Afld         
KOMA  OMAHA TWR             132.100  0175797765132100  Eppley Afld         
KOMA  GND                   121.900  0175797765121900  Eppley Afld         
KOMN  DAYTONA APP/DEP       125.800  0175797778125800  Ormond Beach Muni   
KOMN  TWR                   119.070  0175797778119070  Ormond Beach Muni   
KOMN  UNICOM                123.050  0175797778123050  Ormond Beach Muni   
KOMN  AWOS 3                118.470  0175797778118470  Ormond Beach Muni   
KOMN  GND/CLNC DEL          121.620  0175797778121620  Ormond Beach Muni   
KONO  ASOS                  135.270  0175797879135270  Ontario Muni        
KONO  CTAF/UNICOM           122.800  0175797879122800  Ontario Muni        
KONP  CTAF/UNICOM           122.800  0175797880122800  Newport Muni        
KONP  AWOS 3                133.900  0175797880133900  Newport Muni        
KONT  SOCAL APP/DEP         134.000  0175797884134000  Ontario Intl        
KONT  ATIS                  124.250  0175797884124250  Ontario Intl        
KONT  SOCAL APP/DEP         119.650  0175797884119650  Ontario Intl        
KONT  CLNC DEL              118.100  0175797884118100  Ontario Intl        
KONT  SOCAL APP/DEP         127.250  0175797884127250  Ontario Intl        
KONT  TWR                   120.600  0175797884120600  Ontario Intl        
KONT  GND                   121.900  0175797884121900  Ontario Intl        
KONT  SOCAL APP/DEP         125.500  0175797884125500  Ontario Intl        
KOPF  MIAMI APP/DEP         128.600  0175798070128600  Opa Locka           
KOPF  TWR                   120.700  0175798070120700  Opa Locka           
KOPF  CLNC DEL              119.200  0175798070119200  Opa Locka           
KOPF  ATIS                  125.900  0175798070125900  Opa Locka           
KOPF  GND                   121.900  0175798070121900  Opa Locka           
KOPF  TWR                   118.600  0175798070118600  Opa Locka           
 KOR  KOR AWOS              127.700  0132757982127700  Kokoro              
KORF  APP                   125.700  0175798270125700  Norfolk Intl        
KORF  DEP                   125.200  0175798270125200  Norfolk Intl        
KORF  APP                   124.820  0175798270124820  Norfolk Intl        
KORF  APP                   119.600  0175798270119600  Norfolk Intl        
KORF  APP                   118.900  0175798270118900  Norfolk Intl        
KORF  CLNC DEL              118.500  0175798270118500  Norfolk Intl        
KORF  ATIS                  127.150  0175798270127150  Norfolk Intl        
KORF  GND                   121.900  0175798270121900  Norfolk Intl        
KORF  TWR                   120.800  0175798270120800  Norfolk Intl        
KORL  ORLANDO APP/DEP       124.800  0175798276124800  Executive           
KORL  ORLANDO APP/DEP       121.100  0175798276121100  Executive           
KORL  ATIS                  127.250  0175798276127250  Executive           
KORL  ORLANDO APP/DEP       119.400  0175798276119400  Executive           
KORL  ORLANDO APP/DEP       120.150  0175798276120150  Executive           
KORL  GND                   121.400  0175798276121400  Executive           
KORL  CLNC DEL              128.450  0175798276128450  Executive           
KORL  TWR                   118.700  0175798276118700  Executive           
KORL  UNICOM                122.950  0175798276122950  Executive           
KOSH  OSHKOSH TWR           118.500  0175798372118500  Wittman Rgnl        
KOSH  UNICOM                122.950  0175798372122950  Wittman Rgnl        
KOSH  ATIS                  125.900  0175798372125900  Wittman Rgnl        
