File generated by gen_phonebook.pl - 2013-09-05 15:54:57 UTC
8952 airports and 3146 navaids are present in this file (38 freq skipped) 

ICAO  Decription            FRQ      Phone no.          Name
ZWSH  TWR                   130.000  0190878372130000  KASHI               
ZWTN  TWR                   130.000  0190878478130000  HOTAN               
ZWTN  TWR                   118.650  0190878478118650  HOTAN               
ZWWW  ATIS                  126.700  0190878787126700  DIWOPU              
ZWWW  TWR                   118.100  0190878787118100  DIWOPU              
ZWWW  TWR                   125.000  0190878787125000  DIWOPU              
ZWWW  GND                   121.650  0190878787121650  DIWOPU              
ZYCC  TWR                   118.450  0190896767118450  LONGJIA             
ZYCC  CHANGCHUN APP         119.450  0190896767119450  LONGJIA             
ZYCC  TWR                   118.850  0190896767118850  LONGJIA             
ZYCC  CHANGCHUN APP         125.250  0190896767125250  LONGJIA             
ZYCC  ATIS                  126.250  0190896767126250  LONGJIA             
ZYHB  ATIS                  127.400  0190897266127400  TAIPING             
ZYHB  HARBIN TWR            118.700  0190897266118700  TAIPING             
ZYHB  HARBIN TWR            118.100  0190897266118100  TAIPING             
ZYJM  TWR                   118.850  0190897477118850  JIAMUSI             
ZYJM  TWR                   130.000  0190897477130000  JIAMUSI             
ZYMD  MUDANJIANG TWR        118.600  0190897768118600  HAILANG             
ZYMD  MUDANJIANG TWR        130.000  0190897768130000  HAILANG             
ZYQQ  QIQIHAR               130.000  0190898181130000  SANJIAZI            
ZYTL  ATIS                  126.650  0190898476126650  ZHOUSHUIZI          
ZYTL  DALIAN TWR            118.850  0190898476118850  ZHOUSHUIZI          
ZYTL  DALIAN APP            127.950  0190898476127950  ZHOUSHUIZI          
ZYTL  DALIAN TWR            118.250  0190898476118250  ZHOUSHUIZI          
ZYTL  DALIAN APP            123.850  0190898476123850  ZHOUSHUIZI          
ZYTX  SHENYANG TWR          118.100  0190898488118100  TAOXIAN             
ZYTX  ATIS                  127.450  0190898488127450  TAOXIAN             
ZYTX  SHENYANG TWR          124.300  0190898488124300  TAOXIAN             
ZYYJ  TWR                   130.000  0190898974130000  YANJI               
ZYYJ  TWR                   118.750  0190898974118750  YANJI               
  AA                        114.800  0132326565114800  AUCKLAND VOR-DME    
 AAE                        113.100  0132656569113100  AHMEDABAD VOR-DME   
 AAL                        116.700  0132656576116700  AALBORG VOR-DME     
 AAR                        113.300  0132656582113300  ARAR VORTAC         
 AAT                        116.100  0132656584116100  AGARTALA VOR-DME    
 AAU                        116.300  0132656585116300  AURANGABAD VOR-DME  
 ABA                        112.500  0132656665112500  ARUBA VOR-DME       
 ABB                        112.400  0132656666112400  NABB VORTAC         
 ABC                        116.300  0132656667116300  ABUJA VOR-DME       
 ABD                        114.500  0132656668114500  ABADAN VOR-DME      
 ABH                        112.900  0132656672112900  ABHA VORTAC         
 ABI                        113.700  0132656673113700  ABILENE VORTAC      
 ABK                        113.300  0132656675113300  ABAKAN VOR-DME      
 ABL                        112.700  0132656676112700  Ambalema VOR-DME    
 ABQ                        113.200  0132656681113200  ALBUQUERQUE VORTAC  
 ABR                        113.000  0132656682113000  ABERDEEN VOR-DME    
 ABU                        115.100  0132656685115100  ABU ARGUB VOR-DME   
 ACA                        115.900  0132656765115900  ACAPULCO VOR-DME    
 ACC                        113.100  0132656767113100  ACCRA VOR-DME       
 ACH                        117.800  0132656772117800  ANTON CHICO VORTAC  
 ACJ                        112.000  0132656774112000  ARACAJU VOR-DME     
 ACK                        116.200  0132656775116200  NANTUCKET VOR-DME   
 ACO                        114.400  0132656779114400  AKRON VOR-DME       
 ACT                        115.300  0132656784115300  WACO VORTAC         
 ACV                        110.200  0132656786110200  ARCATA VOR-DME      
 ACY                        108.600  0132656789108600  ATLANTIC CITY VORTAC
  AD                        116.400  0132326568116400  ADELAIDE VOR-DME    
 ADA                        112.100  0132656865112100  ALDEIA VOR-DME      
 ADH                        117.800  0132656872117800  ADA VOR-DME         
 ADL                        112.700  0132656876112700  SOCHI VOR-DME       
 ADM                        116.700  0132656877116700  ARDMORE VORTAC      
 ADN                        115.400  0132656878115400  ROBERTO VOR-DME     
 ADQ                        114.300  0132656881114300  CIUDAD REAL VOR-DME 
 ADR                        112.600  0132656882112600  ADRAR VOR-DME       
 ADS                        112.900  0132656883112900  ADDIS ABABA VOR-DME 
 ADW                        113.100  0132656887113100  ANDREWS VORTAC      
  AE                        114.500  0132326569114500  ABECHE VOR          
 AEA                        111.650  0132656965111650  ALGHERO VOR-DME     
 AEL                        109.800  0132656976109800  ALBERT LEA VOR-DME  
 AEX                        116.100  0132656988116100  ALEXANDRIA VORTAC   
 AFI                        114.900  0132657073114900  AFFLIGEM VOR-DME    
 AGC                        110.000  0132657167110000  ALLEGHENY VOR-DME   
 AGG                        112.000  0132657171112000  AGRA VOR-DME        
 AGH                        110.400  0132657172110400  ANCHIALOS VOR-DME   
 AGJ                        112.500  0132657174112500  GOOCH SPRINGS VORTAC
 AGN                        114.800  0132657178114800  AGEN-Gaudonville VOR-DME
 AGU                        113.600  0132657185113600  AGUASCALIENTES VOR-DME
 AGV                        116.700  0132657186116700  AGGENEYS VOR-DME    
 AGZ                        113.600  0132657190113600  AYAGUZ VOR          
 AHC                        109.000  0132657267109000  AMEDEE VOR-DME      
 AHN                        109.600  0132657278109600  ATHENS VORTAC       
 AIA                        111.800  0132657365111800  ALLIANCE VOR-DME    
 AIR                        117.100  0132657382117100  BELLAIRE VOR-DME    
 AJE                        115.600  0132657469115600  AWAJI VOR-DME       
 AJF                        117.800  0132657470117800  AL JOUF VORTAC      
 AJO                        114.800  0132657479114800  AJACCIO VOR-DME     
 AKB                        113.400  0132657566113400  AKTYUBINSK VOR-DME  
 AKE                        113.450  0132657569113450  AMAKUSA VOR-DME     
 AKI                        113.600  0132657573113600  AKUREYRI VOR-DME    
 AKJ                        117.300  0132657574117300  AL KHARJ VORTAC     
 AKN                        112.800  0132657578112800  KING SALMON VORTAC  
 AKO                        114.400  0132657579114400  AKRON VOR-DME       
 AKT                        113.300  0132657584113300  AKTAU VOR-DME       
 ALB                        111.200  0132657666111200  ALLERSBERG VOR-DME  
 ALC                        115.500  0132657667115500  AMAMI VORTAC        
 ALD                        116.700  0132657668116700  ALLENDALE VOR       
 ALE                        114.500  0132657669114500  ALEPPO VOR-DME      
 ALG                        113.800  0132657671113800  ALGHERO VORTAC      
 ALI                        117.900  0132657673117900  ALIGARH VOR-DME     
 ALM                        112.300  0132657677112300  ALMATY VOR-DME      
 ALN                        112.600  0132657678112600  AL AIN VOR-DME      
 ALO                        112.200  0132657679112200  WATERLOO VORTAC     
 ALR                        112.500  0132657682112500  ALGER VOR-DME       
 ALS                        114.700  0132657683114700  ALSIE VOR           
 ALT                        113.800  0132657684113800  ALICANTE VOR-DME    
 ALW                        116.400  0132657687116400  WALLA WALLA VOR-DME 
 ALX                        113.800  0132657688113800  ALEXANDROUPOLIS VOR-DME
 AMB                        116.100  0132657766116100  SANTIAGO VOR-DME    
 AME                        113.950  0132657769113950  KASARI VOR-DME      
 AMG                        115.100  0132657771115100  ALMA VORTAC         
 AML                        113.500  0132657776113500  ARMEL VORTAC        
 AMN                        116.300  0132657778116300  AMMAN VOR-DME       
 AMR                        114.100  0132657782114100  ALMERIA VOR-DME     
 ANB                        113.500  0132657866113500  ANNABA VOR-DME      
 ANC                        110.650  0132657867110650  ANCONA VOR-DME      
 AND                        112.200  0132657868112200  ANDOYA VOR-DME      
 ANG                        113.000  0132657871113000  ANGERS VOR          
 ANK                        112.700  0132657875112700  ANARAK VOR-DME      
 ANN                        117.100  0132657878117100  ANNETTE ISLAND VOR-DME
 ANP                        115.400  0132657880115400  ANAPOLIS VOR-DME    
 ANT                        113.500  0132657884113500  ANTWERPEN VOR-DME   
 ANU                        114.500  0132657885114500  V C BIRD VOR-DME    
 ANW                        112.700  0132657887112700  AINSWORTH VOR-DME   
 ANX                        114.000  0132657888114000  NAPOLEON VORTAC     
 ANY                        112.900  0132657889112900  ANTHONY VORTAC      
 AOH                        108.400  0132657972108400  ALLEN CO VOR        
 AOO                        108.800  0132657979108800  ALTOONA VOR         
 APE                        116.700  0132658069116700  APPLETON VORTAC     
 APN                        114.800  0132658078114800  APAN VOR-DME        
 APU                        112.500  0132658085112500  ANBU VOR-DME        
 AQB                        113.100  0132658166113100  AQABA VOR-DME       
 ARA                        112.700  0132658265112700  ARAXOS VOR-DME      
 ARB                        115.700  0132658266115700  ARDABIL VOR-DME     
 ARD                        108.200  0132658268108200  YARDLEY VOR-DME     
 ARE                        112.500  0132658269112500  MONTS D ARREE VOR   
 ARG                        114.500  0132658271114500  WALNUT RIDGE VORTAC 
 ARH                        113.600  0132658272113600  EL ARISH VOR-DME    
 ARI                        116.000  0132658273116000  NADOR ARWI VOR-DME  
 ARL                        116.000  0132658276116000  ARLANDA VOR-DME     
 ARS                        112.800  0132658283112800  AROS VOR-DME        
 ART                        109.800  0132658284109800  WATERTOWN VORTAC    
 ARX                        117.000  0132658288117000  ARAXA VOR-DME       
  AS                        115.900  0132326583115900  ALICE SPRINGS VOR-DME
 ASB                        114.500  0132658366114500  ASHGABAT VOR-DME    
 ASH                        112.300  0132658372112300  AL-SHIGAR VOR-DME   
 ASI                        115.300  0132658373115300  ASIA VOR-DME        
 ASM                        113.700  0132658377113700  ASMARA VOR-DME      
 ASN                        112.300  0132658378112300  ASWAN VOR-DME       
 ASP                        116.100  0132658380116100  AU SABLE VOR-DME    
 AST                        117.700  0132658384117700  ASYUT VOR-DME       
 ASX                        110.200  0132658388110200  ASHLAND VOR-DME     
 ATA                        117.400  0132658465117400  ALTA VOR-DME        
 ATE                        114.650  0132658469114650  ALICANTE VOR-DME    
 ATF                        113.400  0132658470113400  ALTA FLORESTA VOR-DME
 ATL                        116.900  0132658476116900  ATLANTA VORTAC      
 ATM                        113.200  0132658477113200  ALTAMIRA VOR        
 ATR                        112.600  0132658482112600  WATERLOO VOR-DME    
 ATV                        114.400  0132658486114400  ATHINAI VOR-DME     
 ATY                        116.600  0132658489116600  WATERTOWN VORTAC    
 AUC                        114.000  0132658567114000  ARAUCA VOR          
 AUG                        111.400  0132658571111400  AUGUSTA VOR-DME     
 AUH                        113.000  0132658572113000  ABU DHABI VOR-DME   
 AUR                        114.500  0132658582114500  LA AURORA VOR-DME   
 AUW                        111.600  0132658587111600  WAUSAU VORTAC       
  AV                        116.100  0132326586116100  AVALON VOR-DME      
 AVE                        117.100  0132658669117100  AVENAL VORTAC       
 AVN                        112.300  0132658678112300  AVIGNON Pujaut VOR  
 AWE                        113.500  0132658769113500  ASAHIKAWA VOR-DME   
 AWK                        113.500  0132658775113500  WAKE ISLAND VORTAC  
 AWZ                        114.000  0132658790114000  AHWAZ VOR-DME       
 AXC                        117.200  0132658867117200  ADDERS VORTAC       
 AXD                        115.900  0132658868115900  ALEXANDRIA VOR-DME  
 AXM                        111.600  0132658877111600  Armenia VOR-DME     
 AXN                        112.800  0132658878112800  ALEXANDRIA VOR-DME  
  AY                        115.600  0132326589115600  ALBURY VOR-DME      
 AYS                        110.200  0132658983110200  WAYCROSS VORTAC     
 AYT                        114.000  0132658984114000  ANTALYA VOR-DME     
 AZO                        109.000  0132659079109000  KALAMAZOO VOR-DME   
 AZQ                        111.200  0132659081111200  HAZARD VOR-DME      
 AZR                        109.650  0132659082109650  NICE COTE D AZUR VOR-DME
 BAC                        113.400  0132666567113400  BANDA ACEH VOR-DME  
 BAE                        116.400  0132666569116400  BADGER VORTAC       
 BAF                        113.000  0132666570113000  BARNES VORTAC       
 BAG                        113.300  0132666571113300  GARCAS VOR-DME      
 BAH                        115.300  0132666572115300  BAHRAIN VOR-DME     
 BAK                        112.700  0132666575112700  BACKA VOR-DME       
 BAL                        113.900  0132666576113900  EL LIBERTADOR VORTAC
 BAM                        112.200  0132666577112200  BATTLE MOUNTAIN VORTAC
 BAN                        115.300  0132666578115300  SIDI BEN AOUN VOR   
 BAQ                        113.700  0132666581113700  BARRANQUILLA VOR-DME
 BAR                        117.400  0132666582117400  SAN CARLOS DE BARILOCHE VOR-DME
 BAT                        116.200  0132666584116200  BATMAN VOR-DME      
 BAV                        117.300  0132666586117300  BAOTOU VOR-DME      
 BAX                        108.200  0132666588108200  BAD AXE VOR-DME     
 BAY                        114.800  0132666589114800  EL BAYADH VOR-DME   
 BBB                        116.600  0132666666116600  MUMBAI VOR-DME      
 BBD                        116.600  0132666668116600  BAGDOGRA VOR-DME    
 BBG                        115.500  0132666671115500  BANGALORE VOR-DME   
 BBI                        112.200  0132666673112200  SALAMANCA VOR-DME   
 BBJ                        112.600  0132666674112600  BHUJ VOR-DME        
 BBM                        112.100  0132666677112100  BELGAUM VOR-DME     
 BBN                        113.900  0132666678113900  VARANASI VOR-DME    
 BBS                        113.500  0132666683113500  BHUBANESHWAR VOR-DME
 BBU                        112.750  0132666685112750  BRANDBU VOR-DME     
 BBZ                        116.200  0132666690116200  VIJAYAWADA VOR-DME  
  BC                        114.900  0132326667114900  BACOLOD VOR         
 BCA                        114.300  0132666765114300  BAHIA BLANCA VOR-DME
 BCD                        115.300  0132666768115300  BACOLOD VOR-DME     
 BCE                        112.800  0132666769112800  BRYCE CANYON VORTAC 
 BCN                        117.450  0132666778117450  BRECON VOR-DME      
 BCO                        116.000  0132666779116000  BONSUCESSO VOR-DME  
 BCR                        113.900  0132666782113900  BECHAR VOR-DME      
 BCU                        109.400  0132666785109400  BACAU VOR-DME       
  BD                        114.700  0132326668114700  BOBO DIOULASSO VOR-DME
 BDA                        112.700  0132666865112700  BIDA VOR-DME        
 BDB                        115.100  0132666866115100  BIR DARB VOR-DME    
 BDE                        111.600  0132666869111600  BAUDETTE VOR-DME    
 BDF                        114.700  0132666870114700  BRADFORD VORTAC     
 BDH                        113.700  0132666872113700  WILLMAR VOR-DME     
 BDL                        109.000  0132666876109000  BRADLEY VORTAC      
 BDM                        112.100  0132666877112100  BANJARMASIN VOR-DME 
 BDO                        117.550  0132666879117550  BODO VOR-DME        
 BDR                        116.700  0132666882116700  MILAS BODRUM VOR-DME
 BDT                        114.900  0132666884114900  BOCAS DEL TORO VOR-DME
 BDU                        116.100  0132666885116100  BONDOUKOU/SOKO VOR  
 BDV                        113.100  0132666886113100  BURGERSDORP VOR     
 BEA                        113.800  0132666965113800  REINA BEATRIX VOR-DME
 BEG                        114.950  0132666971114950  BERGAMO VOR-DME     
 BEJ                        115.800  0132666974115800  BEJA VORTAC         
 BEL                        117.200  0132666976117200  BELFAST VOR-DME     
 BEN                        116.500  0132666978116500  BENIN VOR-DME       
 BEO                        112.300  0132666979112300  BEOGRAD VOR-DME     
 BES                        112.900  0132666983112900  TUMBES VOR          
 BET                        114.100  0132666984114100  BETHEL VORTAC       
  BF                        116.500  0132326670116500  BAFOUSSAM VOR-DME   
 BFD                        116.600  0132667068116600  BRADFORD VOR-DME    
 BFF                        112.600  0132667070112600  SCOTTSBLUFF VORTAC  
 BFM                        112.800  0132667077112800  BROOKLEY VORTAC     
 BFV                        110.000  0132667086110000  BURNS FLAT VORTAC   
 BGA                        113.500  0132667165113500  BUCARAMANGA VOR-DME 
 BGC                        116.200  0132667167116200  BRAGANCA VOR-DME    
 BGD                        108.600  0132667168108600  BORGER VORTAC       
 BGE                        115.300  0132667169115300  BAGE VOR            
 BGI                        112.700  0132667173112700  ADAMS VOR-DME       
 BGN                        113.500  0132667178113500  BEN GURION VOR-DME  
 BGO                        112.600  0132667179112600  BAGO VOR-DME        
 BGQ                        112.500  0132667181112500  BIG LAKE VORTAC     
 BGR                        114.800  0132667182114800  BANGOR VORTAC       
 BGS                        112.000  0132667183112000  BURGAS VOR-DME      
 BHA                        113.500  0132667265113500  AL BAHA VORTAC      
 BHD                        112.050  0132667268112050  BERRY HEAD VOR-DME  
 BHI                        114.200  0132667273114200  BROKEN HILL VOR-DME 
 BHO                        112.000  0132667279112000  BARAHONA VOR-DME    
 BHS                        117.900  0132667283117900  BAIHESI VOR-DME     
 BHZ                        117.700  0132667290117700  BELO HORIZONTE VOR-DME
  BI                        113.300  0132326673113300  BINDO VOR           
 BIB                        112.300  0132667366112300  BIBOOHRA VOR        
 BIE                        110.600  0132667369110600  BEATRICE VOR-DME    
 BIG                        115.100  0132667371115100  BIGGIN VOR-DME      
 BIH                        109.600  0132667372109600  BISHOP VOR-DME      
 BIK                        116.800  0132667375116800  BINDOOK VOR-DME     
 BIL                        114.500  0132667376114500  BILLINGS VORTAC     
 BIS                        114.300  0132667383114300  BISSAU/OSWALDO VIEIRA VOR-DME
 BIU                        114.300  0132667385114300  BALLIDU VOR         
 BIZ                        114.200  0132667390114200  BIZERTE VOR-DME     
  BJ                        112.900  0132326674112900  BANJUL VOR-DME      
 BJA                        112.300  0132667465112300  BUJUMBURA VOR-DME   
 BJB                        109.800  0132667466109800  WEST BEND VOR       
 BJC                        115.400  0132667467115400  JEFFCO VOR-DME      
 BJD                        113.500  0132667468113500  BIRJAND VOR-DME     
 BJX                        115.800  0132667488115800  LEON VOR-DME        
 BKA                        113.800  0132667565113800  BIORKA ISLAND VORTAC
 BKD                        117.700  0132667568117700  BRUNKENDORF VOR-DME 
 BKE                        115.300  0132667569115300  BAKER CITY VOR-DME  
 BKK                        117.700  0132667575117700  BANGKOK VOR-DME     
 BKL                        114.300  0132667576114300  BENGKULU VOR-DME    
 BKO                        113.700  0132667579113700  BAMAKO/SENOU VOR-DME
 BKS                        115.800  0132667583115800  BEKES VOR-DME       
 BKW                        117.700  0132667587117700  BECKLEY VORTAC      
 BKX                        108.800  0132667588108800  BROOKINGS VOR-DME   
 BKY                        115.100  0132667589115100  BOUAKE VOR-DME      
 BKZ                        117.300  0132667590117300  BEYKOZ VOR-DME      
 BLA                        116.100  0132667665116100  BIELLA VOR-DME      
 BLC                        116.100  0132667667116100  BLACE VOR-DME       
 BLD                        116.700  0132667668116700  BOULDER CITY VORTAC 
 BLF                        110.000  0132667670110000  BLUEFIELD VORTAC    
 BLG                        113.600  0132667671113600  BLAGOVESCHENSK VOR-DME
 BLH                        117.400  0132667672117400  BLYTHE VORTAC       
 BLI                        116.200  0132667673116200  BALI VOR-DME        
 BLM                        117.450  0132667677117450  BALE-MULHOUSE VOR-DME
 BLN                        116.200  0132667678116200  BAILEN VOR-DME      
 BLO                        117.500  0132667679117500  BAILOVO VOR-DME     
 BLT                        112.100  0132667684112100  GBADOLITE VOR-DME   
 BLU                        116.700  0132667685116700  BLUEFIELDS VOR-DME  
 BLV                        114.100  0132667686114100  BLOEMFONTEIN VORTAC 
 BMC                        113.750  0132667767113750  BORDEAUX MERIGNAC VOR-DME
 BMI                        108.200  0132667773108200  BLOOMINGTON VOR-DME 
 BML                        110.400  0132667776110400  BERLIN VOR-DME      
 BMN                        117.450  0132667778117450  BREMEN VOR-DME      
 BMT                        112.100  0132667784112100  BUON MA THUOT VOR-DME
  BN                        112.500  0132326678112500  BUTUAN VOR-DME      
 BNA                        114.100  0132667865114100  NASHVILLE VORTAC    
 BND                        117.000  0132667868117000  BANDUNG VOR-DME     
 BNE                        112.400  0132667869112400  HEWANORRA VOR-DME   
 BNN                        116.300  0132667878116300  XISHUANGBANNA VOR-DME
 BNO                        113.900  0132667879113900  BRNO VOR-DME        
 BNS                        117.450  0132667883117450  BEN SLIMANE VOR-DME 
 BOA                        117.100  0132667965117100  BOLOGNA VOR-DME     
 BOD                        114.300  0132667968114300  BORDJ OMAR DRISS VOR-DME
 BOG                        113.900  0132667971113900  BOGOTA VOR-DME      
 BOI                        113.300  0132667973113300  BOISE VORTAC        
 BOL                        114.400  0132667976114400  BOLSENA VORTAC      
 BOR                        117.700  0132667982117700  SAN BORJA VOR       
 BOS                        112.700  0132667983112700  BOSTON VOR-DME      
 BOY                        117.800  0132667989117800  BOYSEN RESERVOIR VOR-DME
 BPI                        116.500  0132668073116500  BIG PINEY VOR-DME   
 BPK                        117.500  0132668075117500  BROOKMANS PARK VOR-DME
 BPL                        117.100  0132668076117100  BHOPAL VOR-DME      
 BPN                        113.700  0132668078113700  BOPAN VOR-DME       
 BPT                        114.500  0132668084114500  BEAUMONT VOR-DME    
 BQM                        112.200  0132668177112200  BOWMAN VOR-DME      
 BQN                        113.500  0132668178113500  BORINQUEN VORTAC    
 BQS                        111.200  0132668183111200  BRAYMER VOR-DME     
 BQU                        114.500  0132668185114500  BULLION VOR-DME     
 BQZ                        112.200  0132668190112200  ROBERT VOR-DME      
 BRA                        116.450  0132668265116450  BARAJAS VOR-DME     
 BRC                        114.000  0132668267114000  CASABLANCA VOR-DME  
 BRD                        113.200  0132668268113200  BRINDISI VORTAC     
 BRK                        112.500  0132668275112500  BLACK FOREST VORTAC 
 BRL                        111.400  0132668276111400  BURLINGTON VORTAC   
 BRM                        117.200  0132668277117200  BURI RAM VOR-DME    
 BRN                        116.200  0132668278116200  SIDI BARRANI VOR-DME
 BRO                        116.300  0132668279116300  BROWNSVILLE VORTAC  
 BRP                        115.900  0132668280115900  BORYSPIL VOR-DME    
 BRR                        114.300  0132668282114300  BARREIRAS VOR       
 BRS                        115.900  0132668283115900  BRASILIA VOR-DME    
 BRT                        113.600  0132668284113600  BRATSK VOR-DME      
 BRU                        112.000  0132668285112000  BRUNEI VOR-DME      
 BRV                        114.500  0132668286114500  BROOKE VORTAC       
 BRW                        116.200  0132668287116200  BARROW VOR-DME      
 BRY                        115.300  0132668289115300  YENISEHIR VOR-DME   
 BSA                        117.700  0132668365117700  MONTICHIARI VOR-DME 
 BSE                        115.900  0132668369115900  BOSE VOR-DME        
 BSH                        112.300  0132668372112300  BISHA VORTAC        
 BSN                        114.850  0132668378114850  BOURSONNE VOR-DME   
 BSR                        114.000  0132668382114000  BIG SUR VORTAC      
 BSV                        112.400  0132668386112400  BRIGGS VOR-DME      
  BT                        116.100  0132326684116100  PARIS LE BOURGET VOR-DME
 BTA                        114.150  0132668465114150  BASTIA PORETTA VOR-DME
 BTE                        112.500  0132668469112500  CHIMBOTE VOR        
 BTG                        116.600  0132668471116600  BATTLEGROUND VORTAC 
 BTL                        109.400  0132668476109400  BATTLE CREEK VORTAC 
 BTM                        116.000  0132668477116000  BATAM VOR-DME       
 BTN                        115.700  0132668478115700  BATNA VOR-DME       
 BTO                        115.900  0132668479115900  POTOU VOR-DME       
 BTR                        116.500  0132668482116500  BATON ROUGE VORTAC  
 BTT                        116.000  0132668484116000  BETTLES VOR-DME     
 BTV                        117.500  0132668486117500  BURLINGTON VOR-DME  
 BTY                        114.700  0132668489114700  BEATTY VORTAC       
 BTZ                        114.150  0132668490114150  BIARRITZ BAYONNE ANGLET VOR-DME
 BUA                        109.400  0132668565109400  BUFFALO VOR-DME     
 BUB                        114.600  0132668566114600  BRUSSELS VOR-DME    
 BUD                        117.300  0132668568117300  BUDAPEST VOR-DME    
 BUF                        116.400  0132668570116400  BUFFALO VOR-DME     
 BUG                        113.400  0132668571113400  BUGAC VOR-DME       
 BUI                        115.200  0132668573115200  BUDISAVCI VOR-DME   
 BUK                        114.300  0132668575114300  CUBUK VOR-DME       
 BUM                        115.900  0132668577115900  BUTLER VORTAC       
 BUN                        114.000  0132668578114000  BUNIA VOR           
 BUT                        110.800  0132668584110800  U TAPHAO VOR-DME    
 BUU                        114.500  0132668585114500  BURBUN VOR-DME      
 BUV                        116.200  0132668586116200  BUVIS VOR-DME       
 BUZ                        117.450  0132668590117450  BUSHEHR VOR-DME     
 BVG                        109.650  0132668671109650  Bevingen VORTAC     
 BVI                        113.100  0132668673113100  BOA VISTA VOR-DME   
 BVL                        112.300  0132668676112300  BONNEVILLE VORTAC   
 BVO                        117.900  0132668679117900  BARTLESVILLE VOR-DME
 BVR                        113.500  0132668682113500  BYERS VOR-DME       
 BVS                        115.900  0132668683115900  BEAUVAIS VOR        
 BVT                        115.100  0132668684115100  BOILER VORTAC       
 BWA                        114.700  0132668765114700  BHAIRAHAWA VOR-DME  
 BWD                        108.600  0132668768108600  BROWNWOOD VOR-DME   
 BWG                        117.900  0132668771117900  BOWLING GREEN VORTAC
 BWS                        109.600  0132668783109600  BOLES VOR-DME       
 BWZ                        114.200  0132668790114200  BROADWAY VOR-DME    
 BXK                        110.600  0132668875110600  BUCKEYE VORTAC      
 BXZ                        113.200  0132668890113200  PEACH LAKE VOR-DME  
 BYI                        114.100  0132668973114100  BURLEY VOR-DME      
 BYP                        114.600  0132668980114600  BONHAM VORTAC       
  BZ                        113.100  0132326690113100  BRAZZAVILLE MAYA MAYA VOR-DME
 BZA                        116.800  0132669065116800  BARD VORTAC         
 BZE                        114.300  0132669069114300  BELIZE VOR-DME      
 BZM                        110.800  0132669077110800  BARRETTS MOUNTAIN VOR-DME
 BZN                        112.400  0132669078112400  BOZEMAN VOR-DME     
 CAB                        115.100  0132676566115100  CATBI VOR-DME       
 CAD                        115.950  0132676568115950  CHATEAUDUN VORTAC   
 CAE                        114.700  0132676569114700  COLUMBIA VORTAC     
 CAG                        112.500  0132676571112500  CAIGUNA VOR-DME     
 CAI                        112.500  0132676573112500  CAIRO VOR-DME       
 CAK                        116.200  0132676575116200  CHEKKA VOR-DME      
 CAL                        114.100  0132676576114100  CALAMARCA VOR-DME   
 CAM                        115.000  0132676577115000  CAMBRIDGE VOR-DME   
 CAR                        114.300  0132676582114300  CONCEPCION VOR-DME  
 CAS                        114.300  0132676583114300  CASCAIS VOR-DME     
 CAT                        117.500  0132676584117500  EL SALVADOR VOR-DME 
 CAV                        111.650  0132676586111650  VATRY VOR-DME       
 CAX                        113.000  0132676588113000  CAXIAS VOR-DME      
  CB                        116.700  0132326766116700  CANBERRA VOR-DME    
 CBA                        114.500  0132676665114500  CORDOBA VOR-DME     
 CBC                        113.500  0132676667113500  CABO CODERA VOR-DME 
 CBE                        117.800  0132676669117800  CHUBU VOR-DME       
 CBH                        116.900  0132676672116900  CHAH BAHAR VORTAC   
 CBL                        115.100  0132676676115100  CIUDAD BOLIVAR VOR-DME
 CBM                        115.200  0132676677115200  CALEDONIA VORTAC    
 CBN                        112.700  0132676678112700  CAP BON VOR         
 CBY                        115.400  0132676689115400  CHAMBERY VOR-DME    
  CC                        114.100  0132326767114100  COCOS (KEELING) ISLAND VOR-DME
 CCB                        112.900  0132676766112900  COIMBATORE VOR-DME  
 CCC                        117.200  0132676767117200  CALVERTON VOR-DME   
 CCN                        114.600  0132676778114600  COCHIN VOR-DME      
 CCR                        117.000  0132676782117000  CONCORD VOR-DME     
 CCS                        114.200  0132676783114200  CACERES VOR-DME     
 CCT                        109.800  0132676784109800  CENTRAL CITY VORTAC 
 CCV                        112.200  0132676786112200  CAPE CHARLES VORTAC 
 CDA                        114.900  0132676865114900  CODAN VOR-DME       
 CDB                        112.400  0132676866112400  CORDOBA VOR-DME     
 CDC                        117.300  0132676867117300  CEDAR CITY VOR-DME  
 CDO                        114.700  0132676879114700  PUNTA CAUCEDO VOR-DME
 CDP                        112.900  0132676880112900  CAPDEPERA VOR-DME   
 CDR                        117.100  0132676882117100  CONCEPCION VOR-DME  
 CDS                        117.600  0132676883117600  CHILDRESS VORTAC    
 CEA                        112.500  0132676965112500  KOLKATA VOR-DME     
 CEC                        109.000  0132676967109000  CRESCENT CITY VORTAC
 CEF                        114.000  0132676970114000  WESTOVER VORTAC     
 CEN                        115.100  0132676978115100  OBREGON VOR-DME     
 CEW                        115.900  0132676987115900  CRESTVIEW VORTAC    
 CEZ                        108.400  0132676990108400  CORTEZ VOR-DME      
  CF                        112.500  0132326770112500  MAKOUA VOR          
 CFA                        114.350  0132677065114350  CLERMONT FERRAND AUVERGNE VOR-DME
 CFB                        112.200  0132677066112200  BINGHAMTON VORTAC   
 CFD                        116.500  0132677068116500  CRANFIELD VOR       
 CFS                        117.000  0132677083117000  Coffs Harbour VOR-DME
  CG                        112.300  0132326771112300  COOLANGATTA VOR-DME 
