File generated by gen_phonebook.pl - 2013-09-05 15:54:57 UTC
8952 airports and 3146 navaids are present in this file (38 freq skipped) 

ICAO  Decription            FRQ      Phone no.          Name
 5J0  AWOS 3                118.375  0132537448118375  Grant Co Rgnl Ogilvie Fld
 5J9  MYRTLE BEACH APP/DEP  119.200  0132537457119200  TWIN CITY           
 5J9  CTAF                  122.900  0132537457122900  TWIN CITY           
 5K1  CTAF                  122.900  0132537549122900  ZELMER MEM AIRPARK INC
 5K2  CTAF/UNICOM           122.800  0132537550122800  TRIBUNE MUNI        
 5L0  CTAF                  122.900  0132537648122900  LAKOTA MUNI         
 5M0  CTAF/UNICOM           122.800  0132537748122800  ROUNTREE FLD        
 5M0  HUNTSVILLE APP/DEP    118.050  0132537748118050  ROUNTREE FLD        
 5M1  CTAF                  122.900  0132537749122900  DE WITT MUNI        
 5M3  UNICOM                122.800  0132537751122800  MOULTONBORO         
 5M4  CTAF                  122.900  0132537752122900  H L HOPKINS FORDYCE MUNI
 5M5  CTAF/UNICOM           122.800  0132537753122800  CRYSTAL LAKE        
 5M5  RAZORBACK APP/DEP     121.000  0132537753121000  CRYSTAL LAKE        
 5M5  RAZORBACK APP/DEP     121.725  0132537753121725  CRYSTAL LAKE        
 5M6  CTAF                  123.050  0132537754123050  Pepperell           
 5M8  CTAF                  122.900  0132537756122900  GURDON LOWE FLD     
 5M9  CTAF                  122.900  0132537757122900  MARION CRITTENDEN CO
 5N2  CTAF                  123.000  0132537850123000  PRENTICE            
 5N8  CTAF/UNICOM           122.800  0132537856122800  CASSELTON ROBERT MILLER RGNL
 5N8  FARGO APP/DEP         120.400  0132537856120400  CASSELTON ROBERT MILLER RGNL
 5P2  CTAF/UNICOM           122.800  0132538050122800  MCLAUGHLIN MUNI     
 5R1  CTAF/UNICOM           122.800  0132538249122800  ROY WILCOX          
 5R2  CTAF/UNICOM           122.700  0132538250122700  OCEAN SPRINGS       
 5R3  CTAF/UNICOM           122.725  0132538251122725  LAGO VISTA TX RUSTY ALLEN
 5R3  AUSTIN APP/DEP        119.000  0132538251119000  LAGO VISTA TX RUSTY ALLEN
 5R4  CTAF/UNICOM           123.050  0132538252123050  FOLEY MUNI          
 5R4  PENSACOLA APP/DEP     118.600  0132538252118600  FOLEY MUNI          
 5R8  CTAF/UNICOM           122.800  0132538256122800  DE QUINCY INDUSTRIAL AIRPARK
 5R8  LAKE CHARLES APP/DEP  119.350  0132538256119350  DE QUINCY INDUSTRIAL AIRPARK
 5S0  CTAF                  122.900  0132538348122900  Oakridge State      
 5S2  CTAF                  122.900  0132538350122900  Crescent Lake State 
 5S6  CTAF                  122.900  0132538354122900  CAPE BLANCO STATE   
 5S9  CTAF                  122.900  0132538357122900  VALLEY VIEW         
 5T6  CTAF/UNICOM           122.800  0132538454122800  DONA ANA COUNTY AT SANTA TERESA
 5T6  ALBUQUERQUE CNTR      128.200  0132538454128200  DONA ANA COUNTY AT SANTA TERESA
 5T9  CTAF/UNICOM           122.800  0132538457122800  MAVERICK CO MEML INTL
 5U1  CTAF                  122.900  0132538549122900  DUTTON              
 5U5  CTAF                  122.900  0132538553122900  FAIRFIELD           
 5U7  CTAF                  122.900  0132538555122900  FORT SMITH LNDG STRIP
 5V5  MEDEVAC               122.800  0132538653122800  SHIPROCK AIRSTRIP   
 5V5  CTAF                  122.900  0132538653122900  SHIPROCK AIRSTRIP   
 5W1  CTAF                  122.900  0132538749122900  WILSON CREEK        
 5W4  CTAF/UNICOM           123.000  0132538752123000  P K AIRPARK         
 5W4  FAYETTEVILLE APP/DEP  127.800  0132538752127800  P K AIRPARK         
 5W5  CTAF/UNICOM           122.700  0132538753122700  TRIPLE W            
 5W8  GREENSBORO APP/DEP    118.500  0132538756118500  SILER CITY MUNI     
 5W8  CTAF/UNICOM           122.700  0132538756122700  SILER CITY MUNI     
 5Y1  CTAF                  122.900  0132538949122900  ALBERT J LINDBERG   
 60C  CTAF                  122.900  0132544867122900  ELROY MUNI          
 60F  CTAF                  122.900  0132544870122900  SEYMOUR MUNI        
 60J  CTAF                  122.900  0132544874122900  ODELL WILLIAMSON MUNI
 60M  CTAF                  123.000  0132544877123000  Spencer Airport     
 60R  CTAF                  122.900  0132544882122900  NAVASOTA MUNI       
60TA  UNICOM                122.975  0154488465122975  AIR RANCH ESTATES   
60TE  UNICOM                122.750  0154488469122750  TIERRA LINDA RANCH  
 61A  CTAF                  122.900  0132544965122900  CAMDEN MUNI         
 61C  MADISON APP/DEP       120.100  0132544967120100  FORT ATKINSON MUNICIPAL
 61C  CTAF                  122.900  0132544967122900  FORT ATKINSON MUNICIPAL
 61R  CTAF/UNICOM           122.800  0132544982122800  NEWTON MUNI         
 61S  CTAF/UNICOM           122.800  0132544983122800  COTTAGE GROVE STATE 
 62D  CTAF/UNICOM           122.800  0132545068122800  WARREN              
 62S  CTAF/UNICOM           122.800  0132545083122800  Christmas Valley    
 63B  CTAF/UNICOM           122.700  0132545166122700  LIMINGTON HARMON    
 63C  VOLK APP/DEP          135.250  0132545167135250  ADAMS COUNTY LEGION FIELD
 63C  CTAF                  122.900  0132545167122900  ADAMS COUNTY LEGION FIELD
 63F  CTAF                  122.900  0132545170122900  STANTON MUNI        
 63M  CTAF                  122.900  0132545177122900  HERMANN MUNI        
 64S  CTAF/UNICOM           122.800  0132545283122800  Prospect State      
 65J  CTAF/UNICOM           122.700  0132545374122700  WRENS MEM           
 65S  CTAF/UNICOM           123.000  0132545383123000  BOUNDARY CO         
 66R  CTAF                  122.900  0132545482122900  ROBERT R WELLS JR   
 66V  CTAF                  122.900  0132545486122900  BLUFF               
 66Y  CTAF/UNICOM           123.000  0132545489123000  DIAMONDHEAD         
 67A  CTAF                  122.900  0132545565122900  FORT DEPOSIT LOWNDES CO
67CA  CTAF                  122.900  0154556765122900  CHAPMAN FARMS       
 67L  CTAF/UNICOM           122.800  0132545576122800  MESQUITE            
 67R  CTAF                  122.900  0132545582122900  RIO GRANDE CITY MUNI
68CA  CTAF                  122.900  0154566765122900  LAKE CALIFORNIA AIR PARK
68CL  UNICOM                123.050  0154566776123050  EL RICO             
68CL  CTAF                  122.900  0154566776122900  EL RICO             
 68F  CTAF                  122.900  0132545670122900  TEAGUE MUNI         
 68J  CTAF/UNICOM           122.800  0132545674122800  TALLAHASSEE COML    
 68J  APP/DEP               128.700  0132545674128700  TALLAHASSEE COML    
 68S  CTAF                  122.900  0132545683122900  DAVENPORT           
68TS  UNICOM                122.700  0154568483122700  BISHOP FLD          
 69K  CTAF                  122.900  0132545775122900  WAMEGO MUNI         
 69V  CTAF/UNICOM           122.800  0132545786122800  HUNTINGTON MUNI     
 6A1  CTAF                  122.900  0132546549122900  BUTLER MUNI         
 6A2  ATLANTA APP/DEP       119.800  0132546550119800  GRIFFIN SPALDING CO 
 6A2  AWOS 3                119.750  0132546550119750  GRIFFIN SPALDING CO 
 6A2  CTAF/UNICOM           123.075  0132546550123075  GRIFFIN SPALDING CO 
 6A4  CTAF/UNICOM           122.700  0132546552122700  JOHNSON COUNTY      
 6A4  AWOS 3                126.225  0132546552126225  JOHNSON COUNTY      
 6B6  CTAF/Unicom           122.800  0132546654122800  Minute Man Air Field
 6B9  CTAF/UNICOM           122.800  0132546657122800  SKANEATELES AERO DROME
 6B9  SYRACUSE APP/DEP      126.125  0132546657126125  SKANEATELES AERO DROME
 6D1  CTAF                  122.900  0132546849122900  BROOTEN MUNI        
 6D6  CTAF/UNICOM           122.800  0132546854122800  GREENVILLE MUNI     
 6D6  GRAND RAPIDS APP/DEP  124.600  0132546854124600  GREENVILLE MUNI     
 6D8  CTAF/UNICOM           122.800  0132546856122800  BARNES CO MUNI      
 6D9  CTAF/UNICOM           122.800  0132546857122800  IOSCO CO            
 6E5  CTAF                  122.900  0132546953122900  WILDER              
 6F1  CTAF                  122.900  0132547049122900  TALIHINA MUNI       
 6G0  FLINT APP/DEP         118.800  0132547148118800  ATHELONE WILLIAMS MEM
 6G0  FLINT APP/DEP         128.550  0132547148128550  ATHELONE WILLIAMS MEM
 6G0  CTAF                  122.900  0132547148122900  ATHELONE WILLIAMS MEM
 6G1  YOUNGSTOWN APP/DEP    133.950  0132547149133950  TITUSVILLE          
 6G1  CTAF                  122.900  0132547149122900  TITUSVILLE          
 6G4  CTAF                  122.900  0132547152122900  WYNKOOP             
 6G5  CTAF/UNICOM           123.000  0132547153123000  BARNESVILLE BRADFIELD
 6I2  CTAF/UNICOM           122.800  0132547350122800  LEBANON SPRINGFIELD 
 6I4  CTAF/UNICOM           122.800  0132547352122800  BOONE CO            
 6I6  CTAF/UNICOM           122.700  0132547354122700  DARBY DAN           
 6I6  COLUMBUS APP DEP      119.150  0132547354119150  DARBY DAN           
 6J0  COLUMBIA APP/DEP      124.150  0132547448124150  LEXINGTON COUNTY AT PELION
 6J0  CTAF/UNICOM           122.900  0132547448122900  LEXINGTON COUNTY AT PELION
 6J2  CTAF/UNICOM           122.800  0132547450122800  ST GEORGE           
 6J4  CTAF                  122.900  0132547452122900  SALUDA CO           
 6J7  CTAF/UNICOM           122.800  0132547455122800  BRANHAMS            
 6K3  CTAF                  122.900  0132547551122900  CREIGHTON MUNI      
 6K4  CTAF/UNICOM           122.800  0132547552122800  FAIRVIEW MUNI       
 6K4  VANCE APP/DEP         120.525  0132547552120525  FAIRVIEW MUNI       
 6K5  CTAF                  122.900  0132547553122900  SISTERS EAGLE AIR   
 6L3  CTAF                  122.900  0132547651122900  LISBON MUNI         
 6L4  APP/DEP               126.575  0132547652126575  LOGAN CO            
 6L4  APP/DEP               119.200  0132547652119200  LOGAN CO            
 6L4  CTAF                  122.900  0132547652122900  LOGAN CO            
 6L5  CTAF                  122.900  0132547653122900  WISHEK MUNI         
 6M0  CTAF/UNICOM           122.800  0132547748122800  HAZEN MUNI          
 6M2  CTAF/UNICOM           122.800  0132547750122800  HORSESHOE BEND      
 6M6  CTAF/UNICOM           122.700  0132547754122700  LEWIS CO RGNL       
 6M7  CTAF/UNICOM           122.800  0132547755122800  MARIANNA LEE CO STEVE EDWARDS FLD
6NC1  UNICOM                122.700  0154786749122700  LITTLE MOUNTAIN     
 6R3  CTAF/UNICOM           123.000  0132548251123000  CLEVELAND MUNI      
 6R3  HOUSTON APP/DEP       119.700  0132548251119700  CLEVELAND MUNI      
 6R6  CTAF                  122.900  0132548254122900  TERRELL CO          
 6S0  CTAF/UNICOM           122.800  0132548348122800  BIG TIMBER          
 6S1  CTAF                  122.900  0132548349122900  BRIDGER MUNI        
 6S2  CTAF/UNICOM           122.800  0132548350122800  Florence Muni       
 6S2  AWOS                  118.225  0132548350118225  Florence Muni       
 6S3  CTAF/UNICOM           122.800  0132548351122800  COLUMBUS            
 6S5  CTAF/UNICOM           122.800  0132548353122800  RAVALLI CO          
 6S5  SPOKANE APP           124.900  0132548353124900  RAVALLI CO          
 6S8  BILLING APP/DEP       120.500  0132548356120500  LAUREL MUNI         
 6S8  BILLING APP/DEP       119.200  0132548356119200  LAUREL MUNI         
 6S8  CTAF/UNICOM           123.050  0132548356123050  LAUREL MUNI         
 6U7  CTAF                  122.900  0132548555122900  HYSHAM              
 6V0  CTAF                  122.900  0132548648122900  EDGEMONT MUNI       
 6V3  AWOS 3                118.075  0132548651118075  TAZEWELL CO         
 6V3  CTAF/UNICOM           123.050  0132548651123050  TAZEWELL CO         
 6V4  CTAF                  122.800  0132548652122800  Wall Muni           
 6V5  CTAF                  122.900  0132548653122900  BISON MUNI          
 6Y1  CTAF                  122.900  0132548949122900  BOIS BLANC          
 70A  CTAF                  122.900  0132554865122900  FREDDIE JONES FLD   
 70J  CTAF/UNICOM           122.700  0132554874122700  CAIRO GRADY CO      
 70J  TALLAHASSEE APP/DEP   128.700  0132554874128700  CAIRO GRADY CO      
 71A  CTAF                  122.900  0132554965122900  PINE HILL MUNI      
 71J  CTAF/UNICOM           122.700  0132554974122700  BLACKWELL FLD       
 71J  CAIRNS APP/DEP        125.400  0132554974125400  BLACKWELL FLD       
 71N  CTAF                  122.900  0132554978122900  SUNBURY             
72CL  CTAF                  122.900  0155506776122900  IRON MOUNTAIN PUMPING PLANT
 72F  CTAF                  122.900  0132555070122900  THROCKMORTON MUNI   
72MI  UNICOM                122.750  0155507773122750  NORTHWOODS          
 73C  CTAF/UNICOM           122.800  0132555167122800  LANCASTER MUNI      
 73J  CTAF/UNICOM           122.700  0132555174122700  BEAUFORT CO         
 73J  APP/DEP               118.450  0132555174118450  BEAUFORT CO         
 74D  CTAF/UNICOM           122.700  0132555268122700  MARSHALL CO         
 74S  CTAF                  128.250  0132555283128250  ANACORTES           
74TE  UNICOM                122.725  0155528469122725  FLAT TOP RANCH      
 74V  CTAF/UNICOM           122.800  0132555286122800  Roosevelt Muni      
 74V  AWOS 3                118.975  0132555286118975  Roosevelt Muni      
75FL  UNICOM                122.800  0155537076122800  SANDY CREEK AIRPARK 
 75J  CTAF/UNICOM           122.700  0132555374122700  TURNER CO           
 76F  CTAF                  122.900  0132555470122900  WILLS POINT MUNI    
 76G  CTAF/UNICOM           123.000  0132555471123000  MARINE CITY         
 76S  CTAF/UNICOM           122.800  0132555483122800  WES LUPIEN          
 76S  WHIDBEY APP/DEP       118.200  0132555483118200  WES LUPIEN          
 76S  ATIS                  134.150  0132555483134150  WES LUPIEN          
 77F  ABILENE APP/DEP       127.200  0132555570127200  WINTERS MUNI        
 77F  CTAF                  122.900  0132555570122900  WINTERS MUNI        
 77G  CTAF/UNICOM           122.800  0132555571122800  MARLETTE            
 77S  CTAF/UNICOM           122.700  0132555583122700  HOBBY FLD           
 78R  CTAF                  122.900  0132555682122900  SAN AUGUSTINE CO    
 78Y  CTAF/UNICOM           122.800  0132555689122800  RANKIN              
 79D  CTAF                  122.900  0132555768122900  PHILIPPI BARBOUR CO RGNL
 79J  TWR                   119.550  0132555774119550  ANDALUSIA OPP       
 79J  CAIRNS APP/DEP        133.450  0132555774133450  ANDALUSIA OPP       
 79J  UNICOM                122.800  0132555774122800  ANDALUSIA OPP       
 79J  GND                   121.900  0132555774121900  ANDALUSIA OPP       
 79J  ASOS                  134.875  0132555774134875  ANDALUSIA OPP       
 79S  CTAF/UNICOM           122.800  0132555783122800  FORT BENTON         
 7A0  CTAF/UNICOM           123.000  0132556548123000  GREENSBORO MUNI     
 7A2  CTAF/UNICOM           122.800  0132556550122800  DEMOPOLIS MUNI      
 7A2  MERIDIAN APP/DEP      119.200  0132556550119200  DEMOPOLIS MUNI      
 7A3  CTAF/UNICOM           122.800  0132556551122800  LANETT MUNI         
 7A3  ATLANTA APP/DEP       126.550  0132556551126550  LANETT MUNI         
 7A3  ATLANTA APP/DEP       125.500  0132556551125500  LANETT MUNI         
 7A4  CTAF/UNICOM           122.800  0132556552122800  FOSTER FLD          
 7A5  CTAF                  122.900  0132556553122900  ROANOKE MUNI        
 7A6  CTAF/UNICOM           122.800  0132556554122800  STEVENSON           
 7A8  CTAF/UNICOM           123.000  0132556556123000  AVERY CO MORRISON FLD
 7B2  CTAF/UNICOM           122.700  0132556650122700  NORTHAMPTON         
 7B2  BRADLEY APP/DEP       125.350  0132556650125350  NORTHAMPTON         
 7B2  CLNC DEL              133.600  0132556650133600  NORTHAMPTON         
 7B6  CTAF/UNICOM           122.800  0132556654122800  SKYLARK AIRPARK     
7CA2  CTAF                  122.950  0155676550122950  PARADISE LAKES      
 7D3  CTAF                  122.900  0132556851122900  BALDWIN MUNI        
 7D9  CTAF                  122.900  0132556857122900  GERMACK             
 7F3  CTAF/UNICOM           122.800  0132557051122800  CADDO MILLS MUNI    
 7F3  FORT WORTH CNTR       132.850  0132557051132850  CADDO MILLS MUNI    
 7F5  CTAF                  122.900  0132557053122900  CANTON HACKNEY      
 7F7  CTAF/UNICOM           122.800  0132557055122800  CLIFTON MUNI ISENHOWER FLD
7FL6  UNICOM                122.975  0155707654122975  Spruce Creek        
7FL6  DAYTONA               121.725  0155707654121725  Spruce Creek        
 7G0  CTAF/UNICOM           122.700  0132557148122700  LEDGEDALE AIRPARK   
 7G0  ROCHESTER APP/DEP     123.700  0132557148123700  LEDGEDALE AIRPARK   
 7G8  CTAF/UNICOM           123.000  0132557156123000  GEAUGA CO           
 7G8  CLEVELAND APP/DEP     125.350  0132557156125350  GEAUGA CO           
 7G9  CTAF/UNICOM           122.800  0132557157122800  CANTON MUNI         
 7I4  CTAF/UNICOM           122.800  0132557352122800  ORLEANS             
 7K4  CTAF/UNICOM           122.800  0132557552122800  OHIO CO             
 7K5  CTAF                  122.800  0132557553122800  KENMARE MUNI        
 7K5  MINOT DEP             119.600  0132557553119600  KENMARE MUNI        
 7K8  CTAF/UNICOM           122.800  0132557556122800  MARTIN FLD          
 7L2  CTAF                  122.900  0132557650122900  LINTON MUNI         
 7L8  CTAF                  122.900  0132557656122900  POST AIR            
 7M1  CTAF                  122.900  0132557749122900  MC GEHEE MUNI       
 7M2  CTAF/UNICOM           122.700  0132557750122700  MOUNTAIN VIEW WILCOX MEM FLD
 7M3  CTAF                  122.900  0132557751122900  BEARCE              
 7M4  CTAF/UNICOM           122.800  0132557752122800  OSCEOLA MUNI        
 7M5  CTAF/UNICOM           122.800  0132557753122800  OZARK FRANKLIN CO   
 7M5  RAZORBACK APP/DEP     134.525  0132557753134525  OZARK FRANKLIN CO   
 7M5  RAZORBACK APP/DEP     120.900  0132557753120900  OZARK FRANKLIN CO   
 7M8  CTAF                  122.900  0132557756122900  RECTOR              
 7M9  CTAF                  122.900  0132557757122900  SALEM               
7PA3  ACTIVATE LIRL         129.900  0155806551129900  COLD SPRING         
 7S0  CTAF/UNICOM           122.800  0132558348122800  RONAN               
 7S1  CTAF                  122.900  0132558349122900  TWIN BRIDGES        
 7S5  CTAF/UNICOM           122.800  0132558353122800  INDEPENDENCE STATE  
 7S6  CTAF                  122.900  0132558354122900  WHITE SULPHUR SPRINGS
 7S7  CTAF                  122.900  0132558355122900  VALIER              
 7S9  CTAF                  122.900  0132558357122900  LENHARDT AIRPARK    
 7SP  CTAF                  122.900  0132558380122900  SEVEN SPRINGS       
 7T7  CTAF                  122.900  0132558455122900  SKYWEST INC         
7TE7  UNICOM                122.800  0155846955122800  MOORE FLD           
 7V2  CTAF/UNICOM           122.700  0132558650122700  NORTH FORK VALLEY   
 7V3  CTAF                  122.900  0132558651122900  BIG FOOT AFLD       
 7V5  CTAF/UNICOM           122.800  0132558653122800  BRUSH MUNI          
 7V6  CTAF/UNICOM           122.700  0132558654122700  CAMP GUERNSEY       
 7V7  CTAF                  122.900  0132558655122900  RED CLOUD MUNI      
 7V8  CTAF                  122.900  0132558656122900  JULESBURG MUNI      
 7V9  CTAF                  122.900  0132558657122900  CITY OF LAS ANIMAS BENT CO
 7W5  CTAF/UNICOM           123.000  0132558753123000  HENRY CO            
 7W5  TOLEDO APP/DEP        134.350  0132558753134350  HENRY CO            
 7W6  UNICOM                122.700  0132558754122700  HYDE COUNTY         
 7Y4  CTAF                  122.900  0132558952122900  BAGLEY MUNI         
 80D  CTAF/UNICOM           122.800  0132564868122800  CLARE CO            
 80F  CTAF                  122.900  0132564870122900  ANTLERS MUNI        
 80F  FORT WORTH CNTR       124.875  0132564870124875  ANTLERS MUNI        
 80T  CTAF                  122.900  0132564884122900  QUINCY MUNI         
 81B  CTAF/UNICOM           122.800  0132564966122800  Oxford Co RGNL      
 81B  PORTLAND APP/DEP      125.500  0132564966125500  Oxford Co RGNL      
 81R  CTAF/UNICOM           122.800  0132564982122800  SAN SABA CO MUNI    
 82A  CTAF                  122.900  0132565065122900  MARION CO           
 82C  VOLK APP/DEP          135.250  0132565067135250  Mauston New Lisbon Union
 82C  CTAF                  122.900  0132565067122900  Mauston New Lisbon Union
82IS  UNICOM                122.900  0156507383122900  LANDINGS CONDOMINIUM
 82J  CTAF                  122.800  0132565074122800  FERGUSON            
 82V  CTAF/UNICOM           122.800  0132565086122800  PINE BLUFFS MUNI    
 82V  AWOS 3                132.425  0132565086132425  PINE BLUFFS MUNI    
 83D  CTAF/UNICOM           122.700  0132565168122700  MACKINAC CO         
8422  PLAN DE DIEU MULT     120.700  0156525050120700  Plan de Dieu        
 84D  CTAF                  122.900  0132565268122900  CHEYENNE EAGLE BUTTE
 84R  CTAF                  122.900  0132565282122900  SMITHVILLE CRAWFORD MUNI
 86F  CTAF                  122.900  0132565470122900  CARNEGIE MUNI       
 87I  CTAF/UNICOM           122.800  0132565573122800  YAZOO CO            
 87K  CTAF/UNICOM           122.800  0132565575122800  EL DORADO SPRINGS MEM
87MO  CTAF                  122.900  0156557779122900  RICHTERS            
 87Y  CTAF/UNICOM           122.700  0132565589122700  BLACKHAWK           
 87Y  MADISON APP/DEP       120.100  0132565589120100  BLACKHAWK           
 88J  CTAF/UNICOM           122.800  0132565674122800  ALLENDALE CO        
 88M  CTAF                  122.900  0132565677122900  EUREKA              
 88R  CTAF/UNICOM           122.800  0132565682122800  SPICEWOOD           
 89N  CTAF/UNICOM           122.800  0132565778122800  MAXSON              
 8A0  CTAF/UNICOM           123.000  0132566548123000  ALBERTVILLE MUNI THOMAS J BRUMLIK FLD
 8A0  AWOS 3                119.575  0132566548119575  ALBERTVILLE MUNI THOMAS J BRUMLIK FLD
 8A0  BIRMINGHAM APP/DEP    132.150  0132566548132150  ALBERTVILLE MUNI THOMAS J BRUMLIK FLD
 8A1  CTAF/UNICOM           122.800  0132566549122800  GUNTERSVILLE MUNI JOE STARNES FLD
 8A1  HUNTSVILLE APP/DEP    125.600  0132566549125600  GUNTERSVILLE MUNI JOE STARNES FLD
 8A3  CTAF/UNICOM           122.800  0132566551122800  LIVINGSTON MUNI     
 8A3  AWOS 3                126.175  0132566551126175  LIVINGSTON MUNI     
 8A6  CTAF/UNICOM           122.725  0132566554122725  Wilgrove Air Park   
 8B0  AWOS 3                118.000  0132566648118000  STEVEN A BEAN MUNI  
 8B0  CTAF/UNICOM           122.800  0132566648122800  STEVEN A BEAN MUNI  
 8B1  CTAF/UNICOM           122.800  0132566649122800  HAWTHORNE FEATHER AIRPARK
 8B5  CTAF                  123.000  0132566653123000  Tanner Hiller       
 8C4  CEDAR RAPIDS APP/DEP  119.700  0132566752119700  MATHEWS MEM         
 8C4  CTAF                  122.900  0132566752122900  MATHEWS MEM         
8CA8  CTAF                  122.900  0156676556122900  WALLOM FIELD        
 8D1  CTAF/UNICOM           123.000  0132566849123000  New Holstein Muni   
 8D3  CTAF                  122.900  0132566851122900  SISSETON MUNI       
 8D7  CTAF/UNICOM           122.800  0132566855122800  CLARK COUNTY        
 8F3  CTAF/UNICOM           122.800  0132567051122800  CROSBYTON MUNI      
 8F3  LUBBOCK APP/DEP       119.200  0132567051119200  CROSBYTON MUNI      
 8F4  CTAF                  122.900  0132567052122900  FOARD CO            
 8F5  CTAF                  122.900  0132567053122900  GREATER MORRIS CO   
 8F6  CTAF                  122.800  0132567054122800  MURDO MUNI          
 8G1  MANSFIELD APP/DEP     124.200  0132567149124200  WILLARD             
 8G1  CTAF                  122.900  0132567149122900  WILLARD             
 8G2  CTAF/UNICOM           122.800  0132567150122800  CORRY LAWRENCE      
 8G2  ERIE APP/DEP          121.000  0132567150121000  CORRY LAWRENCE      
 8G2  ERIE APP/DEP          126.050  0132567150126050  CORRY LAWRENCE      
 8G6  CTAF/UNICOM           122.800  0132567154122800  HARRISON CO         
 8J7  CTAF                  122.900  0132567455122900  TOMLINSON FLD       
 8K2  CTAF                  122.900  0132567550122900  HARPER MUNI         
 8M1  CTAF/UNICOM           122.800  0132567749122800  BOONEVILLE BALDWYN  
 8M8  CTAF/UNICOM           122.800  0132567756122800  GARLAND             
 8M9  CTAF/UNICOM           122.800  0132567757122800  PROVIDENCE WEBSTER CO
 8N2  UNICOM                122.725  0132567850122725  SKYDIVE CHICAGO     
 8N8  CTAF/UNICOM           122.800  0132567856122800  DANVILLE            
 8N8  WILKES BARRE APP      126.300  0132567856126300  DANVILLE            
 8S0  CTAF                  122.900  0132568348122900  STARR BROWNING AIRSTRIP
 8S1  CTAF/UNICOM           122.800  0132568349122800  POLSON              
 8S1  SALT LAKE CNTR        133.400  0132568349133400  POLSON              
 8T6  HOUSTON CNTR          134.600  0132568454134600  LIVE OAK CO         
 8T6  CTAF                  122.900  0132568454122900  LIVE OAK CO         
 8T8  CTAF                  122.900  0132568456122900  SAN GERONIMO AIRPARK
 8U2  CTAF                  122.900  0132568550122900  SCHAFER USFS        
 8U6  CTAF                  122.900  0132568554122900  TERRY               
 8U8  CTAF/UNICOM           122.800  0132568556122800  Townsend            
 8V1  CTAF                  122.900  0132568649122900  DEL NORTE MUNI AND COUNTY
 8V2  CTAF                  122.900  0132568650122900  STUART ATKINSON MUNI
 8V3  CTAF                  122.900  0132568651122900  PARKSTON MUNI       
 8V7  CTAF                  122.900  0132568655122900  SPRINGFIELD MUNI    
 8W2  CTAF/UNICOM           122.800  0132568750122800  NEW MARKET          
 8WC  CTAF/UNICOM           123.000  0132568767123000  WASHINGTON CO       
 8Y6  CTAF                  122.900  0132568954122900  LEADERS CLEAR LAKE  
 90F  CTAF/UNICOM           122.900  0132574870122900  BROKEN BOW          
 91F  CTAF                  122.900  0132574970122900  ARROWHEAD           
92CA  CTAF                  122.900  0157506765122900  WESTLAKE FARMS      
 92F  CTAF                  122.900  0132575070122900  CHATTANOOGA SKY HARBOR
 93C  CTAF                  122.900  0132575167122900  RICHLAND            
 93F  CTAF/UNICOM           122.900  0132575170122900  MIGNON LAIRD MUNI   
 93Y  CTAF                  122.900  0132575189122900  DAVID CITY MUNI     
 94E  CTAF/UNICOM           122.800  0132575269122800  WHISKEY CREEK       
 94K  CTAF                  123.000  0132575275123000  CASSVILLE MUNI      
 94K  SPRINGFIELD APP/DEP   124.950  0132575275124950  CASSVILLE MUNI      
 94R  CTAF                  122.900  0132575282122900  LACKEY AVIATION     
 95D  CTAF                  122.900  0132575368122900  BEULAH              
 95F  CTAF                  122.900  0132575370122900  CLEVELAND MUNI      
 96D  CTAF                  122.900  0132575468122900  WALHALLA MUNI       
 97M  CTAF                  122.900  0132575577122900  EKALAKA             
 98D  CTAF                  122.900  0132575668122900  ONIDA MUNI          
99CL  CTAF                  122.900  0157576776122900  EL MIRAGE FLD ADELANTO
 99N  CTAF/UNICOM           122.800  0132575778122800  BAMBERG CO          
 99V  CTAF/UNICOM           122.800  0132575786122800  CRAWFORD            
 9A0  CTAF                  122.900  0132576548122900  LUMPKIN CO WIMPYS   
 9A1  CTAF/UNICOM           123.000  0132576549123000  COVINGTON MUNI      
 9A1  ATLANTA APP/DEP       126.975  0132576549126975  COVINGTON MUNI      
 9A1  ATLANTA CLNC DEL      119.875  0132576549119875  COVINGTON MUNI      
 9A4  HUNTSVILLE APP/DEP    118.050  0132576552118050  LAWRENCE CO         
 9A4  CTAF/UNICOM           122.700  0132576552122700  LAWRENCE CO         
 9A5  UNICOM                122.800  0132576553122800  BARWICK LAFAYETTE   
 9A5  ASOS                  119.775  0132576553119775  BARWICK LAFAYETTE   
 9A5  CHATTANOOGA APP/DEP   125.100  0132576553125100  BARWICK LAFAYETTE   
 9A6  CHARLOTTE APP/DEP     120.050  0132576554120050  CHESTER CATAWBA RGNL
 9A6  CTAF/UNICOM           122.700  0132576554122700  CHESTER CATAWBA RGNL
 9B1  CTAF/Unicom           122.800  0132576649122800  Marlboro            
9CA7  CTAF                  122.900  0157676555122900  HARRIS RIVER RANCH  
9CL2  CTAF                  122.900  0157677650122900  CHRISTENSEN RANCH   
 9D0  CTAF                  122.900  0132576848122900  HIGHMORE MUNI       
 9D1  CTAF/UNICOM           122.800  0132576849122800  GREGORY MUNI FLYNN FLD
 9D2  CTAF                  122.900  0132576850122900  HARDING COUNTY      
 9D4  UNICOM                122.800  0132576852122800  DECK                
